Surface_Roughness_nm,Defect_Density_per_cm2,Etch_Rate_nm_per_min,Interface_Trap_Density_cm2_eV,Fixed_Oxide_Charge_C_per_cm2,Minority_Carrier_Lifetime_us,PN_Junction_Leakage_A_per_cm2,Gate_Oxide_Breakdown_MV_per_cm,Pit_Density_per_cm2,y_test,y_pred
1.5046685942814857,536142.3597607278,12.020267333633404,722664689564.4756,5.949723288183388e-06,25.619179071686176,2.7624319944233236e-08,6.747826895883733,668.9446535706403,0.7138559474762579,0.7490355977644632
0.594849419877351,312859.62652621564,-4.58195615720286,149251477306.5244,1.8996491689656087e-06,34.98513101055404,-9.748501710211976e-10,13.811703858920204,71.17501756377874,0.1706567178739861,0.1871677455677714
0.6395185202394741,284210.3156032109,4.034990174860508,311866456104.16003,2.4423790178836698e-06,42.747473278565856,4.666111745970759e-09,10.27134038918641,161.7761110087323,0.2200705536579927,0.23023849743963323
0.3137479307772503,45841.842944059856,1.5689354387104932,132962886394.72649,2.052307676079228e-06,59.91984957172499,-2.339410703975015e-09,12.231215199695036,98.1000982618339,0.1259847005502843,0.14690874242267513
0.6401524291347939,162946.2856536022,-0.715121825032905,136508325711.56091,3.0249638371041963e-06,51.6935726924992,6.249303011534512e-09,12.343015793782897,296.2454972441144,0.2260105667104209,0.2198576311995251
1.2781777773933498,95462.13357684085,9.939932441479446,181053049371.20425,5.001181541351461e-06,21.300491112590272,-1.5130305731880742e-09,9.323482007288227,396.6211998475066,0.3977013519417162,0.4489362031379642
0.6106342474317749,330652.3443468469,-0.1397869694988305,276780540443.44904,2.255811750497454e-06,41.33861677893318,1.2981855923789899e-09,11.304684506095898,318.2080605824926,0.2217357774606651,0.22456083286728565
0.2910763896110044,13702.484790663766,-0.0249973907801726,120538708854.65428,5.789351002373531e-07,50.86419593030886,-1.7628900941081242e-09,10.227856813692076,32.23277184687741,0.1339138124112639,0.1480917252265674
1.324225619505168,537197.9729459282,14.578416478540756,521112240020.4277,2.7389812803909318e-06,10.606690809823425,1.3201209447482377e-08,9.09997765933822,298.5076278872482,0.5831168634355419,0.5739292480964917
0.649014891276289,120403.45675147076,-0.3250105788281602,359098199040.1981,2.939934891153641e-06,37.230468611956255,1.1682712752882287e-10,10.39576659348966,264.0355012978196,0.2196155109624634,0.22947258360426576
0.5986520196795334,276078.4280451855,11.055514999271178,183380765538.1921,2.5264870506079203e-06,34.15502729409627,1.5721067827066843e-09,9.770282274321923,356.64740133781186,0.3821574193570377,0.33728903998120935
0.833624332767227,738083.1557784826,11.490287893310718,503268507085.2236,5.427175489788833e-06,16.96977809043414,3.011096311004783e-08,7.462595491763047,378.3546796260413,0.6244954626549152,0.6389408926836642
0.9967508268530204,198749.69845359563,7.323275576362306,274436305076.8451,2.296873200993946e-06,26.387059869649704,2.922881573985868e-09,10.362822487493837,677.8971355061639,0.4178831605942327,0.3993120652112903
1.0928062092965074,437908.3013638707,7.677580989123811,528440500729.4019,6.748660756055013e-06,11.78156163052514,2.521929891858253e-08,8.584894858159304,314.6248488931318,0.6772179702727839,0.6161295024734676
1.284322105868675,889045.1010204518,13.79219457236218,435699445030.1965,7.01812378112932e-06,21.69123534009441,2.6615106637653355e-08,7.085484006799388,835.043537907015,0.7401740249826994,0.760307818600933
0.8025942365661565,135438.51311280462,7.208855327323148,549914326239.9247,5.458709722635292e-06,29.002415803972053,4.835934482203133e-09,6.939025679881047,535.8536474839116,0.3992314029044824,0.4365950855399072
0.8977634955171302,245480.1068497064,7.062939347143178,360298510548.8981,3.989244063068816e-06,43.1760026315513,6.7239608244248165e-09,10.173696109922416,386.3599734053947,0.414544613095356,0.3794133661087858
0.8548248490414536,84564.95615096565,5.971674582244177,273406053977.68628,2.002469150991613e-06,40.64460794455645,-5.079695176386258e-10,10.814333306319408,135.77719514839558,0.2718412393811246,0.23824003808105987
1.140373321188598,451590.3721732705,6.955245604634261,769413887821.5859,7.629262783258646e-06,13.56773479195206,1.1029568451547816e-08,10.561480224707388,485.71872955166873,0.6407052669500534,0.6413540734953908
1.0368977127904997,454706.6275235177,10.593692036013664,464701142987.864,5.615656548348912e-06,20.73361881363289,1.3048283597284151e-08,10.465301084354545,292.0869377997646,0.5319257030773712,0.5396347114785968
1.0996512890382577,430200.3403772599,10.76884389122327,550864617232.9178,3.0448040351708e-06,21.72838063255169,5.189350543140491e-09,8.683446420714759,741.2039644949699,0.5409275524695202,0.5742216127279874
0.946722430725492,809513.4832534849,5.399452885478386,417595566385.7629,5.458994610327828e-06,19.58342627850366,2.178671085365285e-08,9.61983146098314,742.84271680468,0.6794042684292148,0.6725639267884217
1.089115577647846,842244.2794043567,13.103866660028586,866330862541.1516,5.990148866494487e-06,24.54922835581693,2.1462591261347635e-08,10.242978748682347,429.5722777695297,0.724958968593328,0.7209273673843647
0.6881529676592294,327965.3451635657,8.887319015032855,225874262962.1037,3.509333297774219e-06,18.748793845620312,1.2253086776631532e-08,10.292230648137012,146.59722230019804,0.3435072090768586,0.3594516672285215
0.0210417768576005,182405.9450689185,-4.573305321196681,11999299699.878754,1.823657605174616e-06,38.43443204737802,7.475502613800593e-09,12.036703013221992,-47.7740463360965,0.1441915126019133,0.13983922794442627
